text,intent,label
Give this album 1 stars.,RateBook,4
Tell me if it'll be overcast nearby Papua New Guinea,GetWeather,2
add the song by brian larsen to the Cardio playlist,AddToPlaylist,0
rate this textbook a four,RateBook,4
What is the weather in Arkansas the city of Morrison,GetWeather,2
Include hohenfriedberger marsch to my Novedades Pop list.,AddToPlaylist,0
Add Tsubasa Imai to my Another Glass playlist,AddToPlaylist,0
Add this track to the Sin Ti playlist,AddToPlaylist,0
Find a song called Bronco Billy.,SearchCreativeWork,5
What's the weather forecast close by Sligo?,GetWeather,2
add this artist named Kirk Hammett to my playlist Los 40 Radio Éxitos,AddToPlaylist,0
Give the current album a five.,RateBook,4
Will it be chillier in Suwannee,GetWeather,2
Add track to fresh finds,AddToPlaylist,0
Rate Through Distant Worlds and Times 5 of 6 points,RateBook,4
show me the movie schedule,SearchScreeningEvent,6
show TV series schedule of Gears of War,SearchCreativeWork,5
This current book deserves 3 points,RateBook,4
give two stars to current album,RateBook,4
rate the saga In Mortal Hands five out of 6 stars,RateBook,4
What is the expected weather forecast for Beckley?,GetWeather,2
play the song Memories Are My Only Witness,SearchCreativeWork,5
What time is Too Young to Marry showing,SearchScreeningEvent,6
I want a table for 5 next fall om Curacao,BookRestaurant,1
What is the forecast for Lesotho for starting this Fall,GetWeather,2
find the TV series Treeful of Starling,SearchCreativeWork,5
restaurant in Watauga for me and my aunt,BookRestaurant,1
What cinema is the closest showing movies,SearchScreeningEvent,6
Find the movie times at Consolidated Theatres.,SearchScreeningEvent,6
I want a table for five at a place in Russia on 4/4/2036,BookRestaurant,1
Can you add an album to my Are & Be playlist,AddToPlaylist,0
Add One Good Reason to the bachelor party playlist,AddToPlaylist,0
Give the current textbook five stars.,RateBook,4
Book a highly rated restaurant with northeastern for 10 in Satanta,BookRestaurant,1
I want a table for five at a restaurant with latin food in Arkansas for 1 hour from now,BookRestaurant,1
what time is The Rocketeer showing,SearchScreeningEvent,6
I want eat at the best spanish restaurant in the Georgia area that is within walking distance for me and my nephew at noon,BookRestaurant,1
Add the name kids in the street to the plylist New Indie Mix,AddToPlaylist,0
Is The Love Guru playing,SearchScreeningEvent,6
book a restaurant for november 19,BookRestaurant,1
what is the weather forecast this week close-by my current position,GetWeather,2
What is the weather here at 7 am?,GetWeather,2
add this tune to my playlist titled uncharted 4 nathan drake,AddToPlaylist,0
Put the frl menke song in my comedy top tracks,AddToPlaylist,0
find Cut the Rope,SearchCreativeWork,5
Add Ray Noble to my Chill Vibes playlist.,AddToPlaylist,0
I'd like to book a place to eat in NY.,BookRestaurant,1
book a restaurant for one in Skillman,BookRestaurant,1
"What's the forecast for Francisco, Netherlands Antilles around eleven pm?",GetWeather,2
I need a reservation for two at a diner in Venezuela,BookRestaurant,1
book a table in Fort Loudon at a restaurant for 5,BookRestaurant,1
What's the weather forecast in Guadeloupe eleven weeks from now?,GetWeather,2
Find an Oasis Drive-In close-by Beach 105th St.,BookRestaurant,1
How temperate will it be here this week?,GetWeather,2
I wish to add this album to the dinner playlist,AddToPlaylist,0
add the artist Jamie T to hallie's winter music playlist,AddToPlaylist,0
What is the movie schedule for movies in the neighbourhood,SearchScreeningEvent,6
Show movie schedule and movies in the area,SearchScreeningEvent,6
find a novel called Chemistry - An European Journal,SearchCreativeWork,5
Is it warm in Botna,GetWeather,2
I need a reservation for Blue Ribbon Barbecue far from NY for a party of 10,BookRestaurant,1
rate The Plutonium Files a five,RateBook,4
What is the weather forecast for Nicaragua,GetWeather,2
Can you book a table for eight people at a spa type restaurant within walking distance of the Metropolitan Borough of Lambeth,BookRestaurant,1
Find the show Portrait of Countess Karoly,SearchCreativeWork,5
The feel good indie rock playlist needs another song,AddToPlaylist,0
where is The Adventure of the Yellow Curl Papers playing,SearchScreeningEvent,6
I'm looking for you to get me Jack of Shadows.,SearchCreativeWork,5
Tell me if it'll be hotter a week from now  in Waxhaw,GetWeather,2
Rate this essay 4 out of 6 stars,RateBook,4
what is the Baotianman National Nature Reserve forecast,GetWeather,2
add Unite and Win to my night out,AddToPlaylist,0
What is the weather in the Falkland Islands,GetWeather,2
I want to add Kool Keith to my chill out dinner playlist,AddToPlaylist,0
Which animated movies are playing in the neighbourhood ?,SearchScreeningEvent,6
Can you pull up Channel M News,SearchCreativeWork,5
rate the current album 5 points,RateBook,4
When is Man in Outer Space playing at Megaplex Theatres,SearchScreeningEvent,6
please book highly rated restaurant  with food truck tuscan for me and adela in Hallam Indiana,BookRestaurant,1
add tune to my country playlist,AddToPlaylist,0
Can you put dj kay slay onto the 2010 Decade playlist?,AddToPlaylist,0
Rate The First Death 1 stars,RateBook,4
Add this tune to the Leche con Chocolate playlist,AddToPlaylist,0
Book a table for nine people in Svalbard and Jan Mayen.,BookRestaurant,1
Weather for Marshall,GetWeather,2
Look for Every Little Crook and Nanny,SearchCreativeWork,5
"Tell me the forecast for Elderton, Indiana in 19 hours",GetWeather,2
add this track to my global funk,AddToPlaylist,0
need a table at a highly rated restaurant within walking distance from downtown for luisa and I,BookRestaurant,1
"book a spot for robyn martinez, maude and I at a steakhouse not far from their place",BookRestaurant,1
Need to book a restaurant in PA in the city of Old Orchard Beach,BookRestaurant,1
Open my acoustic concentration playlist and play an entire album,AddToPlaylist,0
I want to eat at a pickled cucumber brasserie in 12 months,BookRestaurant,1
What is the forecast in Wild River State Park,GetWeather,2
"Book me a table for seven in Co-operative Block Building, ND.",BookRestaurant,1
Book a cafeteria with wifi,BookRestaurant,1
book a spot for my kids and I at a restaurant with frybread,BookRestaurant,1
Show me movie schedule,SearchScreeningEvent,6
Add an album by cowboy troy to my piano in the background playlist.,AddToPlaylist,0
add megon mcdonough indie songs for slackers to my playlist artist,AddToPlaylist,0
List films at the nearest movie house,SearchScreeningEvent,6
Find a table at a pizzeria in New Hampshire that has parking,BookRestaurant,1
I would like to book a highly rated brasserie with souvlaki neighboring LA next week,BookRestaurant,1
book of Two for the Road,SearchCreativeWork,5
What is the weather in Hadar,GetWeather,2
"What will the weather forecast be in Mount Victory, Delaware in 1 second?",GetWeather,2
Show Second Generation album,SearchCreativeWork,5
is Ce cher intrus at IMAX Corporation,SearchScreeningEvent,6
Rate this essay with three of 6.,RateBook,4
what time is The Challenge showing at the local movie house,SearchScreeningEvent,6
I want to book a table for me and my boss at Glassy Junction in Turkey.,BookRestaurant,1
Where can I find the TV show MetaboLights,SearchCreativeWork,5
add spanish castle magic to Daily Lift,AddToPlaylist,0
rate the current textbook 5 stars,RateBook,4
Will it be freezing close to my current location,GetWeather,2
give 1 point to current textbook,RateBook,4
Which is the nearest cinema showing A Cooler Climate that starts now?,SearchScreeningEvent,6
Where can I purchase the game Dancing in the Dark: 10 Years of Dancing Ferret,SearchCreativeWork,5
What are the movie schedules,SearchScreeningEvent,6
Add the current tune to my Evening Groove list,AddToPlaylist,0
"find The Little Death, a soundtrack",SearchCreativeWork,5
I'd looking for the saga PlayCanvas.,SearchCreativeWork,5
Add Shangri-La to the African Heat playlist.,AddToPlaylist,0
Book a reservation for Clinton Street Baking Company & Restaurant distant from downtown,BookRestaurant,1
find a soundtrack called The Book of Folly,SearchCreativeWork,5
Book a table at T-Rex in one minute in Osierfield,BookRestaurant,1
give 3 out of 6 points to current novel,RateBook,4
I want to find a salami restaurant in Bastian IN,BookRestaurant,1
Where can I buy the movie The Teahouse Fire?,SearchCreativeWork,5
Add this album the the playlist canciones que lo van a petar,AddToPlaylist,0
Show Family Plot,SearchCreativeWork,5
I rate the book Creature in the Teacher 3 stars,RateBook,4
book a restaurant for 4 that's not far from CA,BookRestaurant,1
"Want a table at Monty’s Hotel, Secunderabad  in the state of Vermont",BookRestaurant,1
Will it be chilly in Liberty City Bhutan?,GetWeather,2
is The Singing Nun at Regal Entertainment Group,SearchScreeningEvent,6
Book reservations at a faraway restaurant in Newtown at meal time,BookRestaurant,1
Give this album three / 6 points,RateBook,4
I'd like to eat with a party of 8 in Hitchita OR,BookRestaurant,1
Put li yuchun's album onto the kickass metal playlist.,AddToPlaylist,0
find a movie theatre with Intersections that is nearest,SearchScreeningEvent,6
rate the current textbook 4 of 6 points,RateBook,4
Is it forecast to be chillier in Latvia?,GetWeather,2
add something so right to lora's 80s Classic Hits playlist,AddToPlaylist,0
Find a photograph called Call on Me.,SearchCreativeWork,5
Add julian taylor to my latin dance cardio list,AddToPlaylist,0
find the novel A Civil War: Army vs. Navy,SearchCreativeWork,5
Rate A Taste of Blackberries  a three,RateBook,4
Book a best restaurant in Wrigley.,BookRestaurant,1
Weather for Carlisle Gardens AS,GetWeather,2
Show me Born in America?,SearchCreativeWork,5
what is the chilly forecast for Mustoe North Carolina,GetWeather,2
at 7 pm what will the weather be in Iceland,GetWeather,2
"Book a reservation for me, marva and barbara at a restaurant with parking",BookRestaurant,1
book a restaurant for four in Burundi,BookRestaurant,1
add the artist P D Q Bach to the te quiero playlist,AddToPlaylist,0
I need the movie Kids in Love at the movie house,SearchScreeningEvent,6
show the schedule of movie Unborn but Forgotten,SearchScreeningEvent,6
I want a table for 2 at a restaurant late at night.,BookRestaurant,1
Add another album to my this is pavarotti playlist.,AddToPlaylist,0
Book the Boon Brick Store for nine people.,BookRestaurant,1
I need information on movie schedules,SearchScreeningEvent,6
Give a 4 star rating to Fear and Loathing on the Campaign Trail ’72,RateBook,4
Rate this series a 5,RateBook,4
Add Don and Sherri to my Meditate to Sounds of Nature playlist,AddToPlaylist,0
Please find me the book Step Into My Groove.,SearchCreativeWork,5
Add this adam clayton tune to sxsw fresh playlist,AddToPlaylist,0
I want to give the following essay five points out of 6,RateBook,4
add song to Zen Focus playlist,AddToPlaylist,0
I'm looking for the saga The Hardest Part,SearchCreativeWork,5
Add bret mckenzie to my Pop Commute playlist,AddToPlaylist,0
What are the movie schedules at Loews Cineplex Entertainment,SearchScreeningEvent,6
add the artist to my southern gothic playlist,AddToPlaylist,0
"What's the weather forecast for Glade Park on July twenty-fifth, 2033?",GetWeather,2
Add brad kane to the Pumping Iron soundtrack.,AddToPlaylist,0
Tell me when it'll be cloudy in Woodport,GetWeather,2
play the song Culture and Psychology,SearchCreativeWork,5
Is it hotter here on Navy Birthday,GetWeather,2
please add Secrets of the Alibi to the playlist called keep calm,AddToPlaylist,0
I want to find a restaurant to eat at in Westernport.,BookRestaurant,1
I want to add the Tim Smith album to my best of 2010's playlist,AddToPlaylist,0
Is it supposed to be hotter today in IL,GetWeather,2
Is Live from Sturgis 2006 playing at four o'clock at the nearest cinema?,SearchScreeningEvent,6
I'd like a movie schedule for a close by movies,SearchScreeningEvent,6
Tell me the weather forecast nearby my current location,GetWeather,2
add armistead burwell smith iv to Blues Masters,AddToPlaylist,0
add jeff burrows album to my Country Hits playlist,AddToPlaylist,0
Add iene miene mutte to Women of R&B playlist,AddToPlaylist,0
show me the When Your Heart Stops Beating photograph,SearchCreativeWork,5
give three stars out of 6 in current essay,RateBook,4
book a bar table for Tonight for rajasthani food,BookRestaurant,1
Is it overcast in Bermuda,GetWeather,2
give 1 out of 6 points to this novel,RateBook,4
Add Come on Feel the Lemonheads to my salsa classics playlist.,AddToPlaylist,0
Find a trailer called Colony 7.,SearchCreativeWork,5
What movies are playing Dickinson Theatres,SearchScreeningEvent,6
"What's the forecast for this month in Apple Grove, DC?",GetWeather,2
please add this track to my de camino playlist,AddToPlaylist,0
Can you find the book Beatmania IIDX 10th Style,SearchCreativeWork,5
Give me the weather forecast for Somiedo Natural Park,GetWeather,2
Book a table for two at a restaurant faraway from office in California.,BookRestaurant,1
Find the book A Glorious Way to Die,SearchCreativeWork,5
I rate The Blood of Others series only five points.,RateBook,4
Where can I buy the Something Borrowed saga?,SearchCreativeWork,5
Give 4 stars to the current essay,RateBook,4
i give the following textbook three points,RateBook,4
"Find the weather prediction for Camdeboo-Nationalpark for jan. eleventh, 2037.",GetWeather,2
For playlist todo latino add Absolutely Sweet Marie,AddToPlaylist,0
I need to see a list of films and movie times in the area,SearchScreeningEvent,6
add this tune by harry connick jr to my jazz brasileiro playlist,AddToPlaylist,0
I need a list of places in the area  that I can see animated movies in six minutes,SearchScreeningEvent,6
Need weather forecast for Stacy in Vanuatu,GetWeather,2
Please look up The Lamentable Journey of Omaha Bigelow into the Impenetrable Loisaida Jungle television show.,SearchCreativeWork,5
book a spot for six at a restaurant that serves fish and chips,BookRestaurant,1
find Italy Has Awakened at a Goodrich Quality Theaters,SearchScreeningEvent,6
Is it sunny in Qatar?,GetWeather,2
Find The Boys in the Band.,SearchCreativeWork,5
give two out of 6 stars saga called The Big Question,RateBook,4
Find a TV series called The Golden Hits of Sandie Shaw.,SearchCreativeWork,5
what is a weather of Martinique a month from now,GetWeather,2
rate the current book series 4 out of 6,RateBook,4
What is the nearest movie house playing New York Melody,SearchScreeningEvent,6
How hot is it in Pesotum,GetWeather,2
"Add jennie, jennie to my metal playlist",AddToPlaylist,0
Book a table for 10 at Top Pot Doughnuts,BookRestaurant,1
Show GD&TOP painting,SearchCreativeWork,5
is Dishyum at the cinema,SearchScreeningEvent,6
Can the artist big mama thornton be put onto my Trabajo Relax playlist?,AddToPlaylist,0
Book a reservation for seven people at a highly rated restaurant that serves moroccan food in East Greenville,BookRestaurant,1
Add nyoil to my this is prince playlist,AddToPlaylist,0
Will it be nice here and in the same area,GetWeather,2
showtimes for the closest movie theatre that is showing Operation Autumn,SearchScreeningEvent,6
Book a reservation for six for a tyrolean oyster bar,BookRestaurant,1
add let the season in  to my  lo-fi love,AddToPlaylist,0
add artist John William Boone to my life's short; play fast playlist,AddToPlaylist,0
Add The Maid of Amsterdam to my 80s smash hits,AddToPlaylist,0
look for the game Find Another Way,SearchCreativeWork,5
Give this book a rating of 3 out of 6 points.,RateBook,4
Book a restaurant in one minute for five people in Canal Fulton.,BookRestaurant,1
"I'd like to book at a place in AR, looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance.",BookRestaurant,1
What movie theatre is the closest that is playing Cheat You Fair: The Story of Maxwell Street right now,SearchScreeningEvent,6
I want to book a bistro that serves pasta salad in Brazil.,BookRestaurant,1
"Please find me the work, Earth Intruders.",SearchCreativeWork,5
Give The Whisperer a rating of 0.,RateBook,4
Give this book a rating of four out of 6.,RateBook,4
I want to add a song by jazz brasileiro,AddToPlaylist,0
add Curse song to my playlist Guest List Engadget,AddToPlaylist,0
Find a video game called No Parking on the Dance Floor.,SearchCreativeWork,5
Is there snow in the District Of Columbia,GetWeather,2
Where can I find the album The Adventures of Lolo II,SearchCreativeWork,5
show weather forecast for Dovre-Nationalpark,GetWeather,2
Book a restaurant with internet in NY for four people.,BookRestaurant,1
Is it going to be chilly in Belarus,GetWeather,2
what is the forecast for the distant future in Sugar Bush,GetWeather,2
Add a track from The Edge to my funk soul disco playlist,AddToPlaylist,0
Add venedig im regen to this is Maxwell,AddToPlaylist,0
Please search for the Live in San Juan Capistrano picture.,SearchCreativeWork,5
I rate the saga Wahhabi Islam: From Revival and Reform to Global Jihad three out of 6,RateBook,4
rate the book The Outlaws of Sherwood two stars,RateBook,4
I'd like to watch films at Marcus Corporation at twelve P.M.,SearchScreeningEvent,6
find a saga called Shame on You,SearchCreativeWork,5
show movie schedule,SearchScreeningEvent,6
Will it be cold in Boyertown New Zealand in eighteen hours,GetWeather,2
Show me the new showings for animated movies in the neighborhood,SearchScreeningEvent,6
I need a reservation for a pizzeria nearby Vigus,BookRestaurant,1
Rate this essay four out of 6,RateBook,4
Show me the book It Might as Well Be Spring,SearchCreativeWork,5
"add Please, Please, Please, Let Me Get What I Want to my crate diggers anonymous",AddToPlaylist,0
Add Madman to Trap Land playlist,AddToPlaylist,0
On April 2nd what will the weather be here,GetWeather,2
I need a reservation for National Coney Island with a party of 8 in NV,BookRestaurant,1
is Unbeatable Harold at Century Theatres,SearchScreeningEvent,6
What movies are scheduled at Plitt Theatres?,SearchScreeningEvent,6
find Dickinson Theatres showing From Bondage to Freedom,SearchScreeningEvent,6
Give Upon Some Midnights Clear chronicle four out of 6 for a rating.,RateBook,4
Look for the TV series All Around Performance Horse Weekly,SearchCreativeWork,5
Play The XYY Man soundtrack,SearchCreativeWork,5
Add Warm and Beautiful to the ironing playlist.,AddToPlaylist,0
"I need a restaurant booking for 2 people this month at a indian place in Climax Springs, New Mexico.",BookRestaurant,1
For the book The Flash: Stop Motion I give a rating of 5 points,RateBook,4
need a table at Colony in Sri Lanka next year,BookRestaurant,1
"rate the current essay three of 6
 points",RateBook,4
rate the book Who Will Cry When You Die one out of 6 stars,RateBook,4
What will the weather be like four seconds from now in South Dakota,GetWeather,2
I'd like to see the show Migration,SearchCreativeWork,5
Book a table for 1 person at a popular brasserie in Jansen that serves english food,BookRestaurant,1
Give this book 1 stars.,RateBook,4
show weather forecast at three am.in Wauregan,GetWeather,2
add Michael Hayvoronsky to Lo Que Suena Los Angeles,AddToPlaylist,0
this textbook gets a two,RateBook,4
Add artist to laundry,AddToPlaylist,0
which is the nearest movie house playing The Diary of Anne Frank,SearchScreeningEvent,6
Put No Mystery into my Punk Essentials playlist.,AddToPlaylist,0
Add artist to my Broken Heart,AddToPlaylist,0
Where can I find the TV show A Step Away,SearchCreativeWork,5
is it going to be chilly in Western Sahara in 13 hours,GetWeather,2
I want to watch the television show Symphony for Solo Piano,SearchCreativeWork,5
What will the weather be in Cummings Mississippi in eleven years,GetWeather,2
find A Pet of the Cairo Zoo,SearchCreativeWork,5
add this album by don reno to my playlist named indiespain,AddToPlaylist,0
Help me locate a game called The Master of Ballantrae.,SearchCreativeWork,5
show me The Best Of: Volume 1 TV series,SearchCreativeWork,5
add naomi schemer to my Hanging Out and Relaxing,AddToPlaylist,0
Make me a reservation for july the tenth at The Nosh Bar for a party of two,BookRestaurant,1
Book a bakery that serves souvlaki for tomorrow.,BookRestaurant,1
Add Magnifico to michele's playlist called 88 keys.,AddToPlaylist,0
How do I see the TV series To See the Invisible Man?,SearchCreativeWork,5
Will it be warm in Kipp Rhode Island one hour and 9 seconds from now?,GetWeather,2
What films are showing in the neighbourhood?,SearchScreeningEvent,6
I gave Chart Throb 4 of 6 stars,RateBook,4
add this peter iwers album to my ntc gym strong,AddToPlaylist,0
Where can I get the video game Faith in Chaos?,SearchCreativeWork,5
How is weather here?,GetWeather,2
Will it be snowy in Pillow Indiana?,GetWeather,2
I need a reservation for The Original House of Pies with three people in Plandome Manor PA,BookRestaurant,1
Award Blood tables 2 points,RateBook,4
I'd like hear the song Sit Down and Talk to Me,SearchCreativeWork,5
find a movie schedule in the neighborhood for animated movies,SearchScreeningEvent,6
find Oman Medical Journal,SearchCreativeWork,5
give five stars to The General saga,RateBook,4
I would give the Living Dead in Dallas chronicle zero points,RateBook,4
Find Manual of Love 2.,SearchCreativeWork,5
Book a spot at a taverna for my cousin and I in Burundi,BookRestaurant,1
What are the movie times for movies in the area?,SearchScreeningEvent,6
Check movie schedules and find which animated movies are being aired in the neighborhood movie halls.,SearchScreeningEvent,6
Book a popular restaurant for two which is distant from Avalon.,BookRestaurant,1
give 4 out of 6 stars to this textbook,RateBook,4
Can you place a reservation for me at Ariston Cafe,BookRestaurant,1
Find Resurrection of Evil.,SearchCreativeWork,5
What is the nearest movie house playing Black Scorpion,SearchScreeningEvent,6
I want to see the television show called Cuts Both Ways,SearchCreativeWork,5
add The Green Book in my playlist Mellowed Out Gaming,AddToPlaylist,0
find Belle of the Yukon,SearchScreeningEvent,6
Add gregory douglass to my WHM list,AddToPlaylist,0
I rate Naked in Death a 5,RateBook,4
I give this book five stars out of 6,RateBook,4
Add lisa dalbello to my 2015 CMA Awards Nominees list,AddToPlaylist,0
me and my niece want to eat somewhere close by Hopatcong,BookRestaurant,1
Where can I find Lonely Hearts,SearchCreativeWork,5
find Dipson Theatres animated movies,SearchScreeningEvent,6
What movies are playing at the nearest cinema,SearchScreeningEvent,6
is there a Chinese Wikipedia,SearchCreativeWork,5
Rate A Tale of Love and Darkness 0 points,RateBook,4
Will it snowstorm in Long Lake National Wildlife Refuge,GetWeather,2
List movie times at Harkins Theatres,SearchScreeningEvent,6
I need to book a table for three at a restaurant in South Sudan,BookRestaurant,1
I'd like to go to a cuban restaurant in Horatio and get a table for 1,BookRestaurant,1
"find Touch of Eva, a TV show I want to see",SearchCreativeWork,5
Is The Country Doctor on the schedule at any theater near me?,SearchScreeningEvent,6
Add live around the world to crossroad blues,AddToPlaylist,0
Is there a storm in Maliau-Basin-Conservation-Area now?,GetWeather,2
Find the work Compiled fragments 1997-2003,SearchCreativeWork,5
show creative photograph of Icewind Dale: Heart of Winter,SearchCreativeWork,5
does Mexican Werewolf start at three am,SearchScreeningEvent,6
Can you find me the SchoolTool picture?,SearchCreativeWork,5
Add the song to the pure seduction playlists,AddToPlaylist,0
What is the movie schedule for animated movies in the area,SearchScreeningEvent,6
Can you rate this novel as a four?,RateBook,4
Tell me what animated movies I can see at the closest movie theatre,SearchScreeningEvent,6
I give the next novel two stars,RateBook,4
Table for 8 at a popular food court,BookRestaurant,1
What's the weather at eleven PM in Craig Mountain Wildlife Management Area,GetWeather,2
I want to see the television show The Muppet Christmas Carol,SearchCreativeWork,5
book a table at a pool bar,BookRestaurant,1
make a table reservation at the top-rated brasserie in Cotton Center,BookRestaurant,1
"Will it be windy in Mission Bay, AK today",GetWeather,2
I am giving this current textbook 4 stars,RateBook,4
I award this next series 0 points,RateBook,4
Find Z Cars.,SearchCreativeWork,5
give zero points to this essay,RateBook,4
Where can I find the trailer for Sensations of 1945,SearchCreativeWork,5
"book a spot for marci, marylou and amelia far from North Korea",BookRestaurant,1
What is the TV show This Is Halloween?,SearchCreativeWork,5
I want to book a restaurant neighboring Livonia Av,BookRestaurant,1
Show me the book The Republican Brain,SearchCreativeWork,5
Is it freezing at Jasmund National Park,GetWeather,2
book a mediterranean restaurant for my sister and I,BookRestaurant,1
Show me the movie schedule for Star Theatres,SearchScreeningEvent,6
add track by Klute to winifred's de camino a clase playlist,AddToPlaylist,0
Add this tune to my Bedroom Jams playlist,AddToPlaylist,0
Will it hail today in West Point at 11:36:48,GetWeather,2
what is the Tal Chhapar Sanctuary forecast for cold weather,GetWeather,2
Find the movie schedule for National Amusements.,SearchScreeningEvent,6
What are the movie schedules at ArcLight Hollywood,SearchScreeningEvent,6
Will it be hot on orthodox good friday in Michigan and close-by,GetWeather,2
at 0 AM what will the weather be here,GetWeather,2
Rate this current saga one points,RateBook,4
ad artist to sxsw latin my playlist,AddToPlaylist,0
"I want to see the book, The Mailroom: Hollywood History from the Bottom Up",SearchCreativeWork,5
Book a bar that serves stracciatella in North Dakota for four at four am,BookRestaurant,1
Will it be chilly in Oakdale OK,GetWeather,2
rate the following series five  points,RateBook,4
add gn to night vibes,AddToPlaylist,0
"what's the closest cinema playing Six Days: Three Activists, Three Wars, One Dream at sunrise",SearchScreeningEvent,6
antoinette and I want to eat at an oyster bar that serves pizzette in South Duxbury ME,BookRestaurant,1
What's the weather like in Kaltag?,GetWeather,2
Add to ila's playlist A Mi Manera Recopilatorio the name my heart stood still,AddToPlaylist,0
Add Candlelight to my House Afterwork playlist.,AddToPlaylist,0
Rate this novel 1 of 6,RateBook,4
Rate the Glory Season three stars,RateBook,4
add Contact to my nu metal playlist,AddToPlaylist,0
book a restaurant for nine on 16 hours from now,BookRestaurant,1
what is the storm forecast for now in Jordan,GetWeather,2
add the artist Beardyman to my classical x playlist,AddToPlaylist,0
Please look for the TV show Memoirs from a Bedroom: Issue 1,SearchCreativeWork,5
show me the movie Haunted Spooks,SearchCreativeWork,5
"I need a highly rated oyster bar in AR in a month   for jeanne collins, amy and I",BookRestaurant,1
What time is Balkan Rhapsodies: 78 Measures of War playing at Malco Theatres?,SearchScreeningEvent,6
give four out of 6 points to current album,RateBook,4
Book a reservation for one at a highly rated restaurant in Datil,BookRestaurant,1
add the artist Todd Snider  to my Electro Latino playlist,AddToPlaylist,0
Give The Diamond Chariot a 0 out of 6.,RateBook,4
find animated movies at the nearest movie theatre,SearchScreeningEvent,6
I want to give A Mortal Flower a two,RateBook,4
rate The Eighth Day three stars out of 6,RateBook,4
What movies are playing at the closest movie theatre,SearchScreeningEvent,6
What time is Holiday Heart showing at the movie house,SearchScreeningEvent,6
Search for The Nations,SearchCreativeWork,5
Add this tune to hipster soul,AddToPlaylist,0
Rate this saga two out of 6 points,RateBook,4
Please put this song onto my Urban Hits playlist.,AddToPlaylist,0
Show me The Advocate,SearchCreativeWork,5
Rate In Search of Our Origins two points out of 6.,RateBook,4
Add jenifer to Rock the 2000's,AddToPlaylist,0
"give me the weather forecast for Lower Lake on sep. 21, 2038",GetWeather,2
I'd like to add this whole album to the selektor,AddToPlaylist,0
Rate Richard Carvel 4 out of 6,RateBook,4
Add Steve Jones to my chill list,AddToPlaylist,0
Look up the Rock the Blind photograph,SearchCreativeWork,5
I would rate this novel a 5 and a best rating of 6,RateBook,4
Find a photograph called Cope Park.,SearchCreativeWork,5
Show me the photograph A Woman from the Street,SearchCreativeWork,5
I give this current textbook five stars,RateBook,4
What films start at eighteen at Caribbean Cinemas,SearchScreeningEvent,6
I want to give this novel a four out of 6 stars,RateBook,4
search for video game The Sky Is Crying,SearchCreativeWork,5
When is Dead Birds playing?,SearchScreeningEvent,6
find a video game called A Stroll in the Pork,SearchCreativeWork,5
put this Kes song on the feel good indie rock playlist,AddToPlaylist,0
Add this tune to my Dinnertime Acoustics list,AddToPlaylist,0
What time is Summer School playing?,SearchScreeningEvent,6
Can you find the soundtrack for Fast Food Nation,SearchCreativeWork,5
I would give Bones of the Earth 2 points,RateBook,4
read the book Journal of the Bombay Natural History Society,SearchCreativeWork,5
Add tune to my playist the piano bar,AddToPlaylist,0
"I need Top Gear 2, please search it for me.",SearchCreativeWork,5
book a spot for me and sonja at a popular pizzeria,BookRestaurant,1
Add this tune to This Is Nicky Jam,AddToPlaylist,0
When is Lake City playing at Dipson Theatres?,SearchScreeningEvent,6
What films can I see at Malco Theatres?,SearchScreeningEvent,6
Is it humid in Otsego Réunion,GetWeather,2
out of 6 give The Morganville Vampires a 1,RateBook,4
What's the forecast for right here,GetWeather,2
find movie times at National Amusements,SearchScreeningEvent,6
rate the current book 0 of 6,RateBook,4
Weather in Selinsgrove,GetWeather,2
rate the current essay a three,RateBook,4
Please get me the work Shirley aviatrice.,SearchCreativeWork,5
I need to book a Theme restaurant this month in Chile,BookRestaurant,1
Ho warm is it in Arcola?,GetWeather,2
Put this Yury Chernavsky tune on my Alternative Route playlist,AddToPlaylist,0
Find me a table at a javanese brasserie,BookRestaurant,1
Where and when is Unleashed – Entfesselt playing,SearchScreeningEvent,6
find Try Me Out for me,SearchCreativeWork,5
book a table for vermicelli at a restaurant,BookRestaurant,1
find a photograph called Free the Universe,SearchCreativeWork,5
add little musgrave and the lady barnard to ora's Punk Rock Workout playlist,AddToPlaylist,0
Find a TV show called The Ambient Collection.,SearchCreativeWork,5
"How is the weather in Edesville, MN?",GetWeather,2
Show me the closest 12 A.M. showing at a movie house of an animated movie,SearchScreeningEvent,6
"What will the weather be like in the Falkland Islands starting may 25, 2022",GetWeather,2
Give me the local movie times.,SearchScreeningEvent,6
what is the weather forecast for Ridge Farm New York,GetWeather,2
Can you let me know the films that are on the movie schedules in the area at noon?,SearchScreeningEvent,6
forecast for Hardinsburg 20 seconds from now,GetWeather,2
Find the TV series From the Top,SearchCreativeWork,5
give Wannabe: How The Spice Girls Reinvented Pop Fame 2 points,RateBook,4
Add Kd lang to my Deep Focus playlist,AddToPlaylist,0
Add this song to noreen's fresh finds six strings,AddToPlaylist,0
what is the weather forecast for Israel,GetWeather,2
add undressed to my Country Icon playlist,AddToPlaylist,0
I need a reservation for the smoking room at a fast food place for 8 people,BookRestaurant,1
play Hell House song,SearchCreativeWork,5
I'd like a table at a top-rated tea house with javanese cuisine this week in Germany,BookRestaurant,1
